Job ID	HSV_H	HSV_S	HSV_V	GPU	Best Epoch	Top-1 Accuracy
97	0.01,	0.4,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
150	0.02,	0.1,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
285	0.035,	0.5,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
62	0.005,	0.4,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
240	0.03,	0.4,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
270	0.035,	0.30000000000000004,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
210	0.025,	0.5,	0.0,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
91	0.01,	0.30000000000000004,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
212	0.025,	0.5,	0.2,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
17	0.0,	0.2,	0.5,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
73	0.01,	0.0,	0.1,	NVIDIA GeForce RTX 2080 Ti	62,	0.886
47	0.005,	0.1,	0.5,	NVIDIA GeForce RTX 2080 Ti	N/A	0.876
134	0.015,	0.4,	0.2,	NVIDIA GeForce RTX 2080 Ti	48,	0.859
243	0.03,	0.4,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	58,	0.852
145	0.02,	0.0,	0.1,	NVIDIA GeForce RTX 2080 Ti	36,	0.809
233	0.03,	0.2,	0.5,	NVIDIA GeForce RTX 2080 Ti	41,	0.803
104	0.01,	0.5,	0.2,	NVIDIA GeForce RTX 2080 Ti	28,	0.786
129	0.015,	0.30000000000000004,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	26,	0.762
156	0.02,	0.2,	0.0,	NVIDIA GeForce RTX 2080 Ti	N/A(27)	0.735
170	0.02,	0.4,	0.2,	NVIDIA GeForce RTX 2080 Ti	N/A	0.724
116	0.015,	0.1,	0.2,	NVIDIA GeForce RTX 2080 Ti	N/A	0.713
109	0.015,	0.0,	0.1,	NVIDIA GeForce RTX 2080 Ti	N/A	0.711
228	0.03,	0.2,	0.0,	NVIDIA GeForce RTX 2080 Ti	12,	0.653
122	0.015,	0.2,	0.2,	NVIDIA GeForce RTX 2080 Ti	9,	0.555
177	0.02,	0.5,	0.30000000000000004,	NVIDIA GeForce RTX 2080 Ti	N/A	0.386
120	0.015,	0.2,	0.0,	NVIDIA GeForce RTX 2080 Ti	N/A	0.334
193	0.025,	0.2,	0.1,	NVIDIA GeForce RTX 2080 Ti	N/A	0.261
